iter	Logloss
0	0.6303216298
1	0.5680248373
2	0.5175307357
3	0.4736635054
4	0.4247420698
5	0.3900631881
6	0.3527999006
7	0.3212407975
8	0.299443716
9	0.2746657657
10	0.2552758161
11	0.24233779
12	0.228079242
13	0.2126944398
14	0.2017292073
15	0.1890903285
16	0.1777054366
17	0.1669948239
18	0.1612421318
19	0.1557805932
20	0.1488938732
21	0.1439916314
22	0.1393370273
23	0.1349683915
24	0.132177866
25	0.1272544751
26	0.1238933734
27	0.1216989355
28	0.1182022018
29	0.1162231643
30	0.1142037447
31	0.112816394
32	0.1116454173
33	0.1101006245
34	0.1087713479
35	0.107503746
36	0.1046364293
37	0.1017588016
38	0.1004815592
39	0.09968360501
40	0.09781201254
41	0.09712996896
42	0.09634461882
43	0.09485769045
44	0.09368261629
45	0.09247494481
46	0.09090517785
47	0.09021655502
48	0.08939908854
49	0.08872575751
50	0.08750542683
51	0.08664950499
52	0.08603358248
53	0.08509755663
54	0.08483926225
55	0.08445718425
56	0.08382035767
57	0.08321660944
58	0.08289742807
59	0.08253326713
60	0.08143608042
61	0.08111926595
62	0.08083953363
63	0.08026013971
64	0.08006012658
65	0.07948921812
66	0.07865954226
67	0.07823053949
68	0.07795361934
69	0.07739344805
70	0.07718124457
71	0.07655638083
72	0.07628335833
73	0.07601870156
74	0.07582427693
75	0.0755343641
76	0.07520750712
77	0.07499628807
78	0.07479513765
79	0.07454262154
80	0.07390686531
81	0.07371122816
82	0.07333144394
83	0.07297151427
84	0.07244441986
85	0.07233057303
86	0.07218701547
87	0.07187687446
88	0.07173897379
89	0.07148331802
90	0.0712885464
91	0.07112062052
92	0.07089794679
93	0.07059730834
94	0.07026144973
95	0.07000489754
96	0.0697701099
97	0.06932646162
98	0.06918469296
99	0.06875625501
100	0.06860440887
101	0.06819942565
102	0.06780401432
103	0.0674513105
104	0.06729737614
105	0.0671024466
106	0.06693918811
107	0.06676201488
108	0.06653906715
109	0.06639219736
110	0.06626742719
111	0.06606452451
112	0.06590726106
113	0.06574481105
114	0.06564758125
115	0.0655538779
116	0.06533934871
117	0.0651471796
118	0.06497042344
119	0.06482944023
120	0.06449945544
121	0.06439514486
122	0.0640319155
123	0.06386998876
124	0.06369367991
125	0.06344128625
126	0.06329585541
127	0.06313210857
128	0.06275840655
129	0.06253481906
130	0.06242254728
131	0.06230585037
132	0.0622067819
133	0.06209000085
134	0.06201662342
135	0.06184283876
136	0.06159871797
137	0.06141294807
138	0.06119047135
139	0.06091196145
140	0.06079624261
141	0.06048083398
142	0.06035624647
143	0.06021141692
144	0.06010539013
145	0.05989204549
146	0.05983721435
147	0.05968705582
148	0.0595873177
149	0.05949082565
150	0.05942094097
151	0.05925430095
152	0.05914977672
153	0.05909623016
154	0.05900565814
155	0.05888671147
156	0.05863701845
157	0.05855287459
158	0.05841582776
159	0.05837332195
160	0.05830944263
161	0.05815572019
162	0.05785916571
163	0.05772059376
164	0.05761945302
165	0.05752465919
166	0.05739092291
167	0.05716497063
168	0.05688873836
169	0.05677319207
170	0.05663301703
171	0.056558311
172	0.05641264477
173	0.05627490766
174	0.05621796464
175	0.05612906723
176	0.05593763545
177	0.05581253217
178	0.055743728
179	0.05562125646
180	0.05552143885
181	0.05543259587
182	0.05537684403
183	0.05526227154
184	0.05516644353
185	0.05509153609
186	0.05503396327
187	0.05494137929
188	0.05484425835
189	0.05473214421
190	0.05465393068
191	0.05453089212
192	0.05440386426
193	0.05431478243
194	0.0542457287
195	0.05416855333
196	0.05407036195
197	0.0540081567
198	0.0539313411
199	0.05388092281
200	0.05381433607
201	0.05374099155
202	0.05369142634
203	0.05361892157
204	0.05350198598
205	0.05333964888
206	0.05325813243
207	0.05318781052
208	0.05299420367
209	0.05293779307
210	0.05287374827
211	0.05276888754
212	0.05269078167
213	0.05261872364
214	0.05251397723
215	0.05242469281
216	0.05239098501
217	0.05234894405
218	0.05228851613
219	0.05214221061
220	0.05203798496
221	0.05193699671
222	0.05186130297
223	0.05177861535
224	0.05166208763
225	0.05157120604
226	0.05152260059
227	0.05147770806
228	0.05144379042
229	0.05126193975
230	0.05119728834
231	0.05113342286
232	0.05101832371
233	0.05093730318
234	0.05082487695
235	0.05074784495
236	0.05066017767
237	0.05060375115
238	0.0505629239
239	0.05045726452
240	0.0503816549
241	0.05029897557
242	0.05022503253
243	0.05011434385
244	0.05008217781
245	0.05002337276
246	0.04997977546
247	0.04993537969
248	0.04986832573
249	0.04979339692
250	0.04964696863
251	0.04959012022
252	0.04956903487
253	0.04946642166
254	0.04939494385
255	0.04933415774
256	0.0492554055
257	0.04919643459
258	0.04910830459
259	0.04897675768
260	0.04885624194
261	0.04878424311
262	0.04873985572
263	0.04866856888
264	0.04859416849
265	0.04852420997
266	0.04848056957
267	0.04844212495
268	0.04837025561
269	0.04825164179
270	0.0481547879
271	0.0481209014
272	0.04805568989
273	0.04800322814
274	0.04795084822
275	0.04785861777
276	0.04779923311
277	0.04774895804
278	0.04762452379
279	0.04758610996
280	0.04751541576
281	0.04745661049
282	0.04738164786
283	0.0473554747
284	0.04723259183
285	0.0471622563
286	0.04711982266
287	0.04704177407
288	0.04700952971
289	0.04695945755
290	0.04688989655
291	0.04685307815
292	0.04681380902
293	0.04673699011
294	0.04668281174
295	0.04655956428
296	0.04652068783
297	0.04647116249
298	0.04646615439
299	0.04641433257
300	0.046358863
301	0.04625105436
302	0.04619951299
303	0.04609937499
304	0.04605831835
305	0.04599911728
306	0.04595936875
307	0.0458850606
308	0.04576628849
309	0.04569825915
310	0.04559858731
311	0.04551892208
312	0.04549006736
313	0.0454112781
314	0.04535274337
315	0.04534539814
316	0.04532470566
317	0.04527087402
318	0.04522739347
319	0.04516023765
320	0.04511142526
321	0.04507048837
322	0.04499568726
323	0.04489650122
324	0.04485347598
325	0.04480602852
326	0.04473978027
327	0.04467471376
328	0.04463083857
329	0.04458100458
330	0.04452482804
331	0.04447589628
332	0.04440595524
333	0.04432289162
334	0.0442558697
335	0.04420759512
336	0.04411148304
337	0.04407909079
338	0.04399770557
339	0.0439701631
340	0.0439056193
341	0.04382398747
342	0.04373484442
343	0.04367955888
344	0.04363797907
345	0.04362594095
346	0.0435838228
347	0.04351571923
348	0.04347650508
349	0.0434031045
350	0.0433190573
351	0.04326537158
352	0.04320943254
353	0.04315790098
354	0.04314681107
355	0.04302757766
356	0.04296327874
357	0.04291866338
358	0.0428497586
359	0.04276475433
360	0.04275916263
361	0.04271722137
362	0.04266555569
363	0.0426622349
364	0.04258952833
365	0.04255692288
366	0.04251112003
367	0.04246271249
368	0.04241213837
369	0.04237579166
370	0.04231051261
371	0.04227961094
372	0.04219179156
373	0.04213023792
374	0.04205150782
375	0.04204676727
376	0.04198456781
377	0.04192118764
378	0.0418863454
379	0.04184514229
380	0.04181046499
381	0.04173983359
382	0.04167420338
383	0.04161460201
384	0.0415808783
385	0.04155537054
386	0.04149865044
387	0.04148792362
388	0.04147651648
389	0.04145803978
390	0.04144721579
391	0.04140411483
392	0.04134553208
393	0.04129154147
394	0.04128175426
395	0.04123268444
396	0.04111349331
397	0.04110729296
398	0.04109199651
399	0.04104788245
400	0.04098719494
401	0.04094429219
402	0.04090282153
403	0.04088494615
404	0.04081708356
405	0.04075488265
406	0.04071344603
407	0.04063140644
408	0.04060303338
409	0.04058733956
410	0.04052727357
411	0.0404380215
412	0.04041253962
413	0.04038710099
414	0.04035885347
415	0.04030358559
416	0.04026479236
417	0.04022478736
418	0.04019686188
419	0.04018388806
420	0.04016079259
421	0.0401023859
422	0.0400341915
423	0.04002758313
424	0.03997466233
425	0.03993424873
426	0.03989672395
427	0.03988691228
428	0.03982784619
429	0.0397711093
430	0.03971649255
431	0.03967811711
432	0.03965717934
433	0.03964372192
434	0.03958951876
435	0.03953381006
436	0.03948864934
437	0.03943426834
438	0.03935222678
439	0.03931514002
440	0.03924010339
441	0.0392130778
442	0.03915384562
443	0.03910775071
444	0.03907150606
445	0.03904916553
446	0.03902390785
447	0.03896239125
448	0.03892956446
449	0.03891279323
450	0.0388714334
451	0.03881618015
452	0.03880075613
453	0.03869539868
454	0.03867747941
455	0.03861674128
456	0.03857646747
457	0.03850736045
458	0.03845444178
459	0.03841186898
460	0.03840766289
461	0.03832115127
462	0.03824747769
463	0.03824346671
464	0.03823961262
465	0.03821808562
466	0.03814585118
467	0.03810857291
468	0.03806616445
469	0.03800041927
470	0.03794840133
471	0.03786785436
472	0.03780428462
473	0.03775147212
474	0.03771688772
475	0.03764645072
476	0.03762970674
477	0.0375712001
478	0.03749538651
479	0.037467773
480	0.03739037479
481	0.03738190917
482	0.0373621335
483	0.03732061044
484	0.0372946442
485	0.03726978895
486	0.03725296667
487	0.03724508792
488	0.037179767
489	0.03714713387
490	0.03709770574
491	0.03707443224
492	0.03705515717
493	0.03702260239
494	0.03697734996
495	0.03690293893
496	0.0368373754
497	0.03678015515
498	0.03667738351
499	0.0366366335
500	0.0366009301
501	0.03655391118
502	0.03654340512
503	0.03648525024
504	0.03642225759
505	0.03641412788
506	0.03638670009
507	0.03633429361
508	0.03633111475
509	0.03625759163
510	0.03623398595
511	0.03620598886
512	0.03616936951
513	0.03607137259
514	0.03604727302
515	0.03599525438
516	0.03597015195
517	0.03592363269
518	0.03591554754
519	0.0358375727
520	0.03580488332
521	0.03576769028
522	0.03574956145
523	0.03572224588
524	0.03567864819
525	0.03560390503
526	0.03552249891
527	0.03544884902
528	0.03540728748
529	0.0353629992
530	0.03532952166
531	0.03527826749
532	0.03519780366
533	0.03513544424
534	0.03509606462
535	0.03503587443
536	0.03501546131
537	0.03499251727
538	0.03495959952
539	0.03491655644
540	0.03486636768
541	0.03481425198
542	0.03477764192
543	0.03473363375
544	0.03468518305
545	0.03465583388
546	0.03465248164
547	0.03464277904
548	0.03462920669
549	0.03458879164
550	0.03458240111
551	0.03455675009
552	0.03451845099
553	0.03444961122
554	0.03438446893
555	0.03434095548
556	0.03432578821
557	0.03428988375
558	0.03428296764
559	0.03421517994
560	0.03418528534
561	0.03415933422
562	0.03411816146
563	0.03404703088
564	0.03399712357
565	0.03399468668
566	0.03395523631
567	0.03391762281
568	0.03388772809
569	0.03385720915
570	0.03382485849
571	0.0337599153
572	0.03371783297
573	0.03370369702
574	0.03367511655
575	0.03363911876
576	0.03363205284
577	0.0335413893
578	0.03350624069
579	0.03345084601
580	0.03339603737
581	0.03334260302
582	0.03329361431
583	0.03326916949
584	0.03320875481
585	0.03317299751
586	0.03313913193
587	0.0330937679
588	0.03307166874
589	0.03299852427
590	0.03299104097
591	0.0329645739
592	0.03296117213
593	0.0329304741
594	0.03286257519
595	0.03278777454
596	0.03278522116
597	0.03272147908
598	0.0327182392
599	0.03264866352
600	0.03259347518
601	0.03258609902
602	0.03258003799
603	0.03253813571
604	0.03245824625
605	0.03239710018
606	0.03235150721
607	0.03230682742
608	0.03228566161
609	0.03224549784
610	0.03220900425
611	0.03218093013
612	0.03215779571
613	0.0321077135
614	0.03204788929
615	0.0320222613
616	0.03195746167
617	0.03193685483
618	0.031911049
619	0.03187374297
620	0.03183456679
621	0.03179030484
622	0.03173181103
623	0.03165844454
624	0.03164188057
625	0.03157917936
626	0.03155125555
627	0.0315248149
628	0.031468025
629	0.03142113087
630	0.03138296442
631	0.03136709499
632	0.03134413306
633	0.0313098507
634	0.0312742339
635	0.0312582796
636	0.03123107119
637	0.03118977072
638	0.03113075913
639	0.03112141146
640	0.03109319973
641	0.03106615147
642	0.03104205232
643	0.03100525323
644	0.03097183952
645	0.03093973395
646	0.03090494348
647	0.03087592468
648	0.03084946243
649	0.03079783728
650	0.03077716913
651	0.03071999496
652	0.03066092428
653	0.0305932001
654	0.03053313726
655	0.03049095096
656	0.03047482449
657	0.03046540065
658	0.03044387105
659	0.03041204875
660	0.03038026991
661	0.03034382891
662	0.03032343148
663	0.03029932495
664	0.03025867102
665	0.03022957
666	0.03020536487
667	0.03018146258
668	0.03015768105
669	0.03012012794
670	0.03008781671
671	0.03006065675
672	0.03003667602
673	0.0300321771
674	0.03001185034
675	0.02999005886
676	0.02995699538
677	0.02994243069
678	0.02991723347
679	0.02988565139
680	0.02985242186
681	0.02984625257
682	0.02981249513
683	0.02975955214
684	0.0297131834
685	0.02967013854
686	0.02964252411
687	0.02961287399
688	0.02957592136
689	0.02953872143
690	0.02946113277
691	0.02943449379
692	0.02941554805
693	0.02937810735
694	0.02936418439
695	0.02932707654
696	0.02930700249
697	0.029265925
698	0.02921675802
699	0.0291588394
700	0.02913592921
701	0.02908595013
702	0.02906312828
703	0.02901776508
704	0.02895346106
705	0.02893045357
706	0.02891918665
707	0.02889812587
708	0.02885609892
709	0.02884951342
710	0.02876620957
711	0.02875539735
712	0.02870246751
713	0.02866936117
714	0.02865943492
715	0.02864098703
716	0.02860792633
717	0.02859148806
718	0.02857564881
719	0.02852018637
720	0.02846705945
721	0.0283956326
722	0.02831808737
723	0.02827974987
724	0.02824899542
725	0.02822884374
726	0.02821311985
727	0.02818408709
728	0.02815962804
729	0.02813841707
